"DATASET SUELO INTELIGENTE + NASA POWER — SOCONUSCO, CHIAPAS  |  3,000 lecturas  |  25 parcelas  |  2015-2024",,,,,,,,,,,,,,,,,,,,,,,,,
"ID
Parcela",Cultivo,Municipio,Año,Mes,"Num
Mes","T
Total",pH,"Humedad
%","N
ppm","P
ppm","K
ppm","CE
dS/m","Temp
°C","Aplic.
N","Aplic.
P","Aplic.
K",Encal.,Estado,"NASA
T2M °C","NASA
RH2M %","NASA
Prec
mm/día","NASA
GWET
suelo",Lat,Lon,
P002,Café,Tapachula,2017,May,5,28,5.82,70.5,22.3,14.4,133.1,1.08,28.7,0,0,0,0,Precaución,28.9,79.5,4.07,0.705,14.9,-92.27,97
P002,Café,Tapachula,2017,Jun,6,29,5.81,90.1,21.7,16.1,132.4,1.11,26.7,0,0,0,0,Precaución,27.4,86.5,8.19,0.901,14.9,-92.27,97
P002,Café,Tapachula,2017,Jul,7,30,5.83,86.4,28,16,135.4,1.12,26.6,6,0,5,0,Precaución,27.2,84.8,7.36,0.864,14.9,-92.27,97
P002,Café,Tapachula,2017,Ago,8,31,5.83,85.5,21.2,14.3,130.7,1.08,26.8,0,0,0,0,Precaución,26.8,85.2,8.05,0.855,14.9,-92.27,97
P002,Café,Tapachula,2017,Sep,9,32,5.8,93.5,24.3,15.6,124.5,1.17,26.5,0,0,0,0,Precaución,26.1,86.9,9.06,0.935,14.9,-92.27,97
P002,Café,Tapachula,2017,Oct,10,33,5.76,82.1,25.8,16.6,131.4,1.09,26.3,0,0,0,0,Precaución,26.7,88,7.35,0.821,14.9,-92.27,97
P002,Café,Tapachula,2017,Nov,11,34,5.8,66.1,25.2,14.5,128.8,1.06,26.2,0,0,0,0,Precaución,26.5,84.1,1.25,0.661,14.9,-92.27,97
P002,Café,Tapachula,2017,Dic,12,35,5.79,52.6,23.1,16.5,134.6,1.13,25.8,0,0,0,0,Precaución,25.9,76.2,1.53,0.526,14.9,-92.27,97
P002,Café,Tapachula,2018,Ene,1,36,5.9,40.7,28.6,18.4,131.1,1.07,26.7,6,3,5,0.12,Precaución,26.9,73,0.43,0.407,14.9,-92.27,97
P002,Café,Tapachula,2018,Feb,2,37,5.8,36.2,23.8,15.6,124.2,1.18,26.8,0,0,0,0,Precaución,26.6,73.7,0.49,0.362,14.9,-92.27,97
P002,Café,Tapachula,2018,Mar,3,38,5.77,32.7,22.9,16.3,128.1,1.14,27.6,0,0,0,0,Precaución,28.2,70.5,0,0.327,14.9,-92.27,97
P002,Café,Tapachula,2018,Abr,4,39,5.72,40.7,23.5,15.2,131.4,1.15,28.4,0,0,0,0,Precaución,28.9,70,0.4,0.407,14.9,-92.27,97
P002,Café,Tapachula,2018,May,5,40,5.77,66.2,23.9,13.8,129.4,1.19,28.3,0,0,0,0,Precaución,28.6,79.6,3.21,0.662,14.9,-92.27,97
P002,Café,Tapachula,2018,Jun,6,41,5.79,86.8,21.2,15.7,121.3,1.11,27.2,0,0,0,0,Precaución,27.2,83.6,9.02,0.868,14.9,-92.27,97
P002,Café,Tapachula,2018,Jul,7,42,5.76,81.8,28.2,16.7,131.2,1.15,26.6,6,0,5,0,Precaución,27.3,85.2,9.02,0.818,14.9,-92.27,97
P002,Café,Tapachula,2018,Ago,8,43,5.65,87.1,22.1,14.7,128.8,1.16,26.4,0,0,0,0,Precaución,26.5,86.6,7.82,0.871,14.9,-92.27,97
P002,Café,Tapachula,2018,Sep,9,44,5.72,94.6,21.9,15.1,120.8,1.16,26.4,0,0,0,0,Precaución,26.4,86.5,8.33,0.946,14.9,-92.27,97
P002,Café,Tapachula,2018,Oct,10,45,5.7,84.3,23.7,15.7,126.1,1.16,26.1,0,0,0,0,Precaución,27.1,89.6,7.47,0.843,14.9,-92.27,97
P002,Café,Tapachula,2018,Nov,11,46,5.69,63.3,21.3,15.6,127.4,1.12,26.2,0,0,0,0,Precaución,26.9,78.4,2.52,0.633,14.9,-92.27,97
P002,Café,Tapachula,2018,Dic,12,47,5.72,53.1,23.3,15.7,122.2,1.16,25.6,0,0,0,0,Precaución,25.8,74.9,0.42,0.531,14.9,-92.27,97
P002,Café,Tapachula,2019,Ene,1,48,5.74,48.2,28.2,19.1,135,1.21,26.1,6,3,5,0,Precaución,26,71.3,0.01,0.482,14.9,-92.27,97
P002,Café,Tapachula,2019,Feb,2,49,5.78,37.9,23.1,15.1,129.3,1.09,26.7,0,0,0,0,Precaución,27.4,75,0.44,0.379,14.9,-92.27,97
P002,Café,Tapachula,2019,Mar,3,50,5.64,33.6,23,15.3,132.2,1.21,28.3,0,0,0,0,Precaución,28.6,67.7,0.59,0.336,14.9,-92.27,97
P002,Café,Tapachula,2019,Abr,4,51,5.74,44.6,25,15,127.6,1.2,28.7,0,0,0,0,Precaución,29.2,71.1,0.74,0.446,14.9,-92.27,97
P002,Café,Tapachula,2019,May,5,52,5.74,70.5,20.7,13.5,129.7,1.13,28.5,0,0,0,0,Precaución,29,82.4,4.12,0.705,14.9,-92.27,97
P002,Café,Tapachula,2019,Jun,6,53,5.64,87.1,24.3,14.3,124.5,1.21,26.9,0,0,0,0,Precaución,27.3,84.6,8.24,0.871,14.9,-92.27,97
P002,Café,Tapachula,2019,Jul,7,54,5.72,88.1,29.3,16,129.8,1.14,26.5,6,0,5,0,Precaución,26.8,84.7,8.78,0.881,14.9,-92.27,97
P002,Café,Tapachula,2019,Ago,8,55,5.73,85.1,21.2,14.4,127.7,1.27,26.4,0,0,0,0,Precaución,26.6,88.5,7.8,0.851,14.9,-92.27,97
P002,Café,Tapachula,2019,Sep,9,56,5.68,84.8,21.9,15.9,126.1,1.3,26.7,0,0,0,0,Precaución,26.4,86.4,9.57,0.848,14.9,-92.27,97
P002,Café,Tapachula,2019,Oct,10,57,5.64,83.8,21.6,14.5,122.7,1.19,26.5,0,0,0,0,Precaución,26.1,85.1,7.41,0.838,14.9,-92.27,97
P002,Café,Tapachula,2019,Nov,11,58,5.64,60.8,21.7,15,133.2,1.13,26.3,0,0,0,0,Precaución,26.6,81.9,2.36,0.608,14.9,-92.27,97
P002,Café,Tapachula,2019,Dic,12,59,5.65,51.9,23.9,16.2,131.5,1.17,25.9,0,0,0,0,Precaución,27.3,74.8,1.32,0.519,14.9,-92.27,97
P002,Café,Tapachula,2020,Ene,1,60,5.67,43.4,28,18.1,136.8,1.21,26.1,6,3,5,0,Precaución,26.3,73.2,0.2,0.434,14.9,-92.27,97
P002,Café,Tapachula,2020,Feb,2,61,5.66,34.3,23.1,15,123.8,1.18,26.7,0,0,0,0,Precaución,27.7,71.3,0.47,0.343,14.9,-92.27,97
P002,Café,Tapachula,2020,Mar,3,62,5.65,34.6,22,14.5,128.5,1.22,28.3,0,0,0,0,Atención,28,68.2,0.12,0.346,14.9,-92.27,97
P002,Café,Tapachula,2020,Abr,4,63,5.72,36.7,23,14.6,129.6,1.23,28.6,0,0,0,0,Precaución,28.4,69,0.93,0.367,14.9,-92.27,97
P002,Café,Tapachula,2020,May,5,64,5.64,67.3,22.3,15.1,128.7,1.25,28.3,0,0,0,0,Precaución,28.7,77,4.18,0.673,14.9,-92.27,97
P002,Café,Tapachula,2020,Jun,6,65,5.66,85.9,22.7,14.5,130.9,1.19,27,0,0,0,0,Precaución,26.8,88.1,7.75,0.859,14.9,-92.27,97
P002,Café,Tapachula,2020,Jul,7,66,5.7,81.4,26.2,14.6,135.8,1.2,27.2,6,0,5,0,Precaución,27.1,87.9,7.36,0.814,14.9,-92.27,97
P002,Café,Tapachula,2020,Ago,8,67,5.61,82.2,21.5,14.9,123.7,1.31,26.8,0,0,0,0,Precaución,27,85.5,8.27,0.822,14.9,-92.27,97
P002,Café,Tapachula,2020,Sep,9,68,5.56,87.5,21.3,15,129.4,1.21,26.4,0,0,0,0,Precaución,27.1,86.4,9.32,0.875,14.9,-92.27,97
P002,Café,Tapachula,2020,Oct,10,69,5.66,84.3,23.5,14.6,124.7,1.17,26.1,0,0,0,0,Precaución,26.5,86.5,7.99,0.843,14.9,-92.27,97
P002,Café,Tapachula,2020,Nov,11,70,5.61,65.9,23.5,15.6,133.2,1.29,26.3,0,0,0,0,Precaución,26.8,77.7,2.42,0.659,14.9,-92.27,97
P002,Café,Tapachula,2020,Dic,12,71,5.69,45.9,21.2,13.9,128,1.25,26.3,0,0,0,0,Precaución,26.4,78.6,1.4,0.459,14.9,-92.27,97
P002,Café,Tapachula,2021,Ene,1,72,5.66,39.5,28.6,16.6,131.8,1.26,26.2,6,3,5,0.12,Precaución,26.9,71.5,0.41,0.395,14.9,-92.27,97
P002,Café,Tapachula,2021,Feb,2,73,5.58,38.5,21.5,13.5,129.5,1.24,27,0,0,0,0,Precaución,26.6,71.3,0,0.385,14.9,-92.27,97
P002,Café,Tapachula,2021,Mar,3,74,5.66,36.5,18.9,15.5,128.2,1.24,27.9,0,0,0,0,Precaución,28.8,66.7,0.55,0.365,14.9,-92.27,97
P002,Café,Tapachula,2021,Abr,4,75,5.58,37,23.3,14.5,126.3,1.29,28.7,0,0,0,0,Precaución,28.4,72.3,0.21,0.37,14.9,-92.27,97
P002,Café,Tapachula,2021,May,5,76,5.61,66.6,22.4,14.5,121.3,1.25,28.5,0,0,0,0,Precaución,28,80.4,5.15,0.666,14.9,-92.27,97
P002,Café,Tapachula,2021,Jun,6,77,5.55,83.6,23.9,14.5,121.4,1.23,26.7,0,0,0,0,Precaución,27.2,84.7,7.86,0.836,14.9,-92.27,97
P002,Café,Tapachula,2021,Jul,7,78,5.56,82.3,29,13.4,136.3,1.27,26.6,6,0,5,0,Precaución,26.7,87.7,6.58,0.823,14.9,-92.27,97
P002,Café,Tapachula,2021,Ago,8,79,5.69,80.6,21.6,14.2,125.8,1.24,26.2,0,0,0,0,Precaución,26.5,87.3,7.54,0.806,14.9,-92.27,97
P002,Café,Tapachula,2021,Sep,9,80,5.53,87.8,22,13.9,125.3,1.24,26.4,0,0,0,0,Precaución,26.4,87.8,9.72,0.878,14.9,-92.27,97
P002,Café,Tapachula,2021,Oct,10,81,5.47,80,21.4,13.5,120.8,1.31,26.5,0,0,0,0,Atención,26.3,87.9,7.59,0.8,14.9,-92.27,97
P002,Café,Tapachula,2021,Nov,11,82,5.57,62.4,21.5,13.1,125.6,1.28,26.5,0,0,0,0,Precaución,26.4,83.4,2.26,0.624,14.9,-92.27,97
P002,Café,Tapachula,2021,Dic,12,83,5.58,40.6,20.9,13.5,125.4,1.2,26.2,0,0,0,0,Precaución,26.8,75.9,0.6,0.406,14.9,-92.27,97
P002,Café,Tapachula,2022,Ene,1,84,5.55,40.3,27.9,17.9,134.6,1.29,26.3,6,3,5,0,Precaución,26.3,70.8,0.44,0.403,14.9,-92.27,97
P002,Café,Tapachula,2022,Feb,2,85,5.5,33.9,21.7,14.7,129.8,1.28,27.2,0,0,0,0,Atención,27.8,71.8,1.26,0.339,14.9,-92.27,97
P002,Café,Tapachula,2022,Mar,3,86,5.5,33.8,21.9,15,130.1,1.27,28.2,0,0,0,0,Precaución,28.5,69.9,0.18,0.338,14.9,-92.27,97
P002,Café,Tapachula,2022,Abr,4,87,5.49,41.9,21.1,15.7,128.4,1.34,28.6,0,0,0,0,Precaución,29,70.2,1.66,0.419,14.9,-92.27,97
P002,Café,Tapachula,2022,May,5,88,5.5,66.5,22.8,14.7,131,1.37,28.4,0,0,0,0,Precaución,28.9,78.3,3.37,0.665,14.9,-92.27,97
P002,Café,Tapachula,2022,Jun,6,89,5.46,86.4,21,14.4,135.1,1.37,27.3,0,0,0,0,Atención,26.5,82.5,7.95,0.864,14.9,-92.27,97
P002,Café,Tapachula,2022,Jul,7,90,5.43,78.4,29.5,15.1,128.7,1.26,26.3,6,0,5,0,Precaución,27,89.1,7.14,0.784,14.9,-92.27,97
P002,Café,Tapachula,2022,Ago,8,91,5.53,82.2,23.4,14.7,119.4,1.28,26.4,0,0,0,0,Precaución,26.2,87,8.81,0.822,14.9,-92.27,97
P002,Café,Tapachula,2022,Sep,9,92,5.54,85.4,22.5,15.7,136.6,1.32,26.3,0,0,0,0,Precaución,26.6,85.9,8.55,0.854,14.9,-92.27,97
P002,Café,Tapachula,2022,Oct,10,93,5.48,76.2,23.7,13.6,121.7,1.31,26.1,0,0,0,0,Atención,26.4,83.3,7.34,0.762,14.9,-92.27,97
P002,Café,Tapachula,2022,Nov,11,94,5.54,65,21,14.6,126.3,1.33,26.4,0,0,0,0,Precaución,26.8,85.2,1.61,0.65,14.9,-92.27,97
P002,Café,Tapachula,2022,Dic,12,95,5.47,50.3,22.5,14.4,115.2,1.26,26.4,0,0,0,0,Atención,25.7,72.5,0.22,0.503,14.9,-92.27,97
P002,Café,Tapachula,2023,Ene,1,96,5.41,46.8,25.2,17.1,130.7,1.28,26.3,6,3,5,0,Precaución,26.7,73.1,0.93,0.468,14.9,-92.27,97
P002,Café,Tapachula,2023,Feb,2,97,5.44,39.4,20.7,13.3,122.2,1.36,27,0,0,0,0,Atención,27.7,72.8,0.41,0.394,14.9,-92.27,97
P002,Café,Tapachula,2023,Mar,3,98,5.43,35.8,22.6,14.8,124.2,1.26,27.8,0,0,0,0,Atención,28.1,69.7,0.75,0.358,14.9,-92.27,97
P002,Café,Tapachula,2023,Abr,4,99,5.45,38.5,23,14.6,119.5,1.37,28.2,0,0,0,0,Atención,29.6,73.9,0.97,0.385,14.9,-92.27,97
P002,Café,Tapachula,2023,May,5,100,5.42,65.6,23.2,14.4,137.5,1.27,28.6,0,0,0,0,Atención,29.2,80,3.05,0.656,14.9,-92.27,97
P002,Café,Tapachula,2023,Jun,6,101,5.46,84,24.3,13,126.5,1.32,27.3,0,0,0,0,Atención,27.5,84.7,7.33,0.84,14.9,-92.27,97
P002,Café,Tapachula,2023,Jul,7,102,5.42,83.8,29.3,13.7,128.7,1.31,26.1,6,0,5,0,Atención,27.1,84,7.65,0.838,14.9,-92.27,97
P002,Café,Tapachula,2023,Ago,8,103,5.43,80.4,20.2,14,128.9,1.3,26.4,0,0,0,0,Atención,27.2,83,8.44,0.804,14.9,-92.27,97
P002,Café,Tapachula,2023,Sep,9,104,5.5,93.7,21,14.3,119.7,1.33,26.2,0,0,0,0,Atención,26.1,86.5,9.61,0.937,14.9,-92.27,97
P002,Café,Tapachula,2023,Oct,10,105,5.44,82.8,23,13.2,128.6,1.3,26.5,0,0,0,0,Atención,26.6,84.1,7.95,0.828,14.9,-92.27,97
P002,Café,Tapachula,2023,Nov,11,106,5.45,63.5,22,13,124.6,1.36,26.2,0,0,0,0,Atención,26.8,80.4,1.39,0.635,14.9,-92.27,97
P002,Café,Tapachula,2023,Dic,12,107,5.43,48.6,23.2,13.8,121.9,1.37,26.1,0,0,0,0,Atención,27,75.8,1.01,0.486,14.9,-92.27,97
P002,Café,Tapachula,2024,Ene,1,108,5.49,45.3,26.4,17,129.8,1.32,26.5,6,3,5,0.12,Precaución,27.2,74.5,0.02,0.453,14.9,-92.27,97
P002,Café,Tapachula,2024,Feb,2,109,5.44,33.4,20,14.6,122.5,1.37,26.8,0,0,0,0,Atención,27.6,73,0.41,0.334,14.9,-92.27,97
P002,Café,Tapachula,2024,Mar,3,110,5.4,43.7,22.8,12.4,123.7,1.36,27.7,0,0,0,0,Atención,28.3,70.1,0,0.437,14.9,-92.27,97
P002,Café,Tapachula,2024,Abr,4,111,5.34,40.2,19.6,12.4,118.7,1.31,29.3,0,0,0,0,Atención,28.4,70.8,0.88,0.402,14.9,-92.27,97
P002,Café,Tapachula,2024,May,5,112,5.45,68.9,19.2,14.7,126.6,1.38,28.2,0,0,0,0,Atención,29.2,77.4,3.16,0.689,14.9,-92.27,97
P002,Café,Tapachula,2024,Jun,6,113,5.33,82.8,18.1,15.2,130.8,1.33,27.1,0,0,0,0,Atención,27.3,85.4,8.25,0.828,14.9,-92.27,97
P002,Café,Tapachula,2024,Jul,7,114,5.33,85.5,26.1,15.3,128.3,1.35,27.1,6,0,5,0,Precaución,26.8,87.1,7.36,0.855,14.9,-92.27,97
P002,Café,Tapachula,2024,Ago,8,115,5.31,78.6,19.7,13.8,120.7,1.32,26.7,0,0,0,0,Atención,26.7,89.4,7.07,0.786,14.9,-92.27,97
P002,Café,Tapachula,2024,Sep,9,116,5.4,87.9,20.9,14,121.5,1.37,26.1,0,0,0,0,Atención,26.9,91.6,8.68,0.879,14.9,-92.27,97
P002,Café,Tapachula,2024,Oct,10,117,5.41,83.6,21.1,14.9,122.7,1.31,26.4,0,0,0,0,Atención,27.1,86,7.87,0.836,14.9,-92.27,97
P002,Café,Tapachula,2024,Nov,11,118,5.42,70.8,20.3,14.8,130.3,1.43,26.4,0,0,0,0,Atención,26.4,80.9,2.23,0.708,14.9,-92.27,97
P002,Café,Tapachula,2024,Dic,12,119,5.34,54.1,21.6,14.6,128.6,1.36,26.6,0,0,0,0,Atención,27,77.9,1.37,0.541,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Ene,1,0,6.43,45.5,31.9,21.1,143.3,1.48,26.2,0,0,0,0,Óptimo,26.5,75.6,0.29,0.455,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Feb,2,1,6.35,33.4,31,21.6,129.6,1.54,27.1,0,0,0,0,Precaución,27.5,71.6,0.28,0.334,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Mar,3,2,6.35,38.1,33.4,20.5,130.6,1.44,28.4,0,0,0,0,Óptimo,28.2,69.5,0.73,0.381,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Abr,4,3,6.31,37.7,33.2,20.2,133.7,1.41,28.4,0,0,0,0,Óptimo,28.9,71.6,0.87,0.377,14.9,-92.27,97
P003,Maíz,Tapachula,2015,May,5,4,6.26,66.2,46.3,21,135.7,1.54,27.9,12,0,8,0,Precaución,28.1,77.3,3.98,0.662,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Jun,6,5,6.25,86.2,32.7,21.1,135.4,1.56,27.2,0,0,0,0,Precaución,27.4,83.2,8.63,0.862,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Jul,7,6,6.33,84.4,31.8,20.6,129.6,1.57,26.2,0,0,0,0,Precaución,26.8,87.7,6.72,0.844,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Ago,8,7,6.33,86.7,34.6,22,138,1.6,26.2,0,0,0,0,Precaución,26.2,87.2,7.31,0.867,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Sep,9,8,6.31,85.7,45,27.1,143.4,1.58,26.1,12,6,8,0,Precaución,26.6,85.4,9.39,0.857,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Oct,10,9,6.29,83.8,34.9,20.6,136,1.44,26,0,0,0,0,Óptimo,26.4,89.2,6.82,0.838,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Nov,11,10,6.27,67.6,32.1,20.6,130.8,1.5,25.9,0,0,0,0,Óptimo,26.6,83.1,3.45,0.676,14.9,-92.27,97
P003,Maíz,Tapachula,2015,Dic,12,11,6.24,48.3,31.4,21.8,135.1,1.55,26.1,0,0,0,0,Precaución,26.7,76.8,1.51,0.483,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Ene,1,12,6.28,39.2,42.1,22,137.1,1.49,26.2,12,0,8,0,Óptimo,26.7,74.3,0.89,0.392,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Feb,2,13,6.26,32.4,32.6,22,133.6,1.55,26.9,0,0,0,0,Precaución,27.3,72.2,0.15,0.324,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Mar,3,14,6.27,36.7,31.7,21.1,133,1.54,27.9,0,0,0,0,Precaución,28,70.5,0.2,0.367,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Abr,4,15,6.19,42.1,32.3,21.9,137.2,1.43,28.5,0,0,0,0,Óptimo,29.2,71.9,0.77,0.421,14.9,-92.27,97
P003,Maíz,Tapachula,2016,May,5,16,6.19,69.3,44.8,27.1,143.2,1.5,28.6,12,6,8,0,Óptimo,28.5,81.5,4.8,0.693,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Jun,6,17,6.2,91.6,33.8,19.8,133.1,1.49,26.9,0,0,0,0,Precaución,27.2,87.3,8.5,0.916,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Jul,7,18,6.13,84.3,32.5,20,139.7,1.57,26.5,0,0,0,0,Precaución,26.5,87.8,7.61,0.843,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Ago,8,19,6.17,84.6,32.1,19.7,135.8,1.58,26.2,0,0,0,0,Precaución,26.5,84.2,7.44,0.846,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Sep,9,20,6.15,88.4,43.8,20.7,143.8,1.54,25.9,12,0,8,0,Precaución,26.6,85.5,8.67,0.884,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Oct,10,21,6.15,83.9,30.2,22.7,131,1.55,26.2,0,0,0,0,Precaución,26.7,83.4,7.15,0.839,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Nov,11,22,6.13,68.6,31.5,20.9,136.8,1.66,26.3,0,0,0,0,Precaución,26.7,83.1,1.95,0.686,14.9,-92.27,97
P003,Maíz,Tapachula,2016,Dic,12,23,6.13,47.3,31.7,20.1,132.7,1.52,25.9,0,0,0,0,Precaución,26.1,77.8,1.04,0.473,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Ene,1,24,6.31,43.6,45.7,26.4,149.6,1.5,26.5,12,6,8,0.2,Óptimo,27.2,73.8,0.11,0.436,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Feb,2,25,6.01,42.1,34.6,22.4,139.8,1.64,26.8,0,0,0,0,Precaución,26.5,71.7,0.79,0.421,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Mar,3,26,6.14,35,31.2,21.2,132.1,1.63,27.7,0,0,0,0,Precaución,28.9,72.4,0.51,0.35,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Abr,4,27,6.11,43.4,32.7,19.9,140.9,1.65,28.4,0,0,0,0,Precaución,29.6,70.9,1.3,0.434,14.9,-92.27,97
P003,Maíz,Tapachula,2017,May,5,28,6.05,71.6,44.5,20.4,143.2,1.59,28.3,12,0,8,0,Precaución,28.4,81,3.97,0.716,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Jun,6,29,6.08,87.4,33,20,132.4,1.56,26.7,0,0,0,0,Precaución,27.4,83.1,8.3,0.874,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Jul,7,30,6.05,85.2,30.8,22.1,132.2,1.68,26.7,0,0,0,0,Precaución,26.9,84.2,7.57,0.852,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Ago,8,31,6.07,84,31,20.6,129.3,1.63,26.6,0,0,0,0,Precaución,27.1,86.2,8,0.84,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Sep,9,32,6,84.8,41.5,26,140.2,1.63,26.7,12,6,8,0,Precaución,26.1,85.5,9.47,0.848,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Oct,10,33,6.02,82.6,32.2,20.9,131.3,1.66,26,0,0,0,0,Precaución,26.1,84.8,7.76,0.826,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Nov,11,34,5.97,59.6,32.5,18.5,129.7,1.59,26.3,0,0,0,0,Precaución,26.5,81.2,2.37,0.596,14.9,-92.27,97
P003,Maíz,Tapachula,2017,Dic,12,35,6.05,50.4,29.7,19.9,139.1,1.7,26,0,0,0,0,Precaución,26.6,76.8,0.65,0.504,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Ene,1,36,6.06,47.6,44.7,21.3,141.8,1.64,26.5,12,0,8,0,Precaución,26.6,77.2,0.01,0.476,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Feb,2,37,6,40.8,31.2,20.6,136.6,1.78,26.9,0,0,0,0,Precaución,27.2,72.8,0,0.408,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Mar,3,38,6.12,32,30.4,19,131.9,1.7,27.9,0,0,0,0,Precaución,28.4,73.1,0.53,0.32,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Abr,4,39,5.99,40.6,31.8,19.4,135.1,1.71,28.9,0,0,0,0,Precaución,28.8,66.7,0.73,0.406,14.9,-92.27,97
P003,Maíz,Tapachula,2018,May,5,40,5.97,64.6,44.3,25.3,147.6,1.67,28.1,12,6,8,0,Precaución,29.5,80.1,4.05,0.646,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Jun,6,41,6.01,88.3,30.3,21.2,128.4,1.75,26.9,0,0,0,0,Precaución,26.6,82.8,8.24,0.883,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Jul,7,42,6,85,30.9,18.7,135.4,1.74,26.2,0,0,0,0,Precaución,26.6,86.3,6.08,0.85,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Ago,8,43,5.98,85.2,32.6,19.5,135.3,1.68,26.4,0,0,0,0,Precaución,26.7,85.1,8.35,0.852,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Sep,9,44,5.96,84.9,42.8,19.1,140.1,1.72,26,12,0,8,0,Precaución,26.3,83.4,9.39,0.849,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Oct,10,45,5.91,88.2,28.6,19.5,131.5,1.7,26,0,0,0,0,Atención,26.4,85,6.87,0.882,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Nov,11,46,5.97,71.8,31.9,19.4,125.4,1.83,26,0,0,0,0,Precaución,26.5,83,1.25,0.718,14.9,-92.27,97
P003,Maíz,Tapachula,2018,Dic,12,47,5.9,49.8,32.5,20.5,131.9,1.76,26.2,0,0,0,0,Precaución,26.6,77.5,0.45,0.498,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Ene,1,48,6.15,42.5,42,25.5,140.9,1.79,26.1,12,6,8,0.2,Precaución,27.2,73.3,0,0.425,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Feb,2,49,5.89,31.8,31.2,20.8,146.2,1.69,27.2,0,0,0,0,Atención,27.5,74.7,0.33,0.318,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Mar,3,50,5.89,36.7,27.9,19.1,125.2,1.74,28.3,0,0,0,0,Precaución,28.5,72.1,0.58,0.367,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Abr,4,51,5.88,42.8,30.6,20.6,128.5,1.75,28.6,0,0,0,0,Precaución,29.2,68.5,0.39,0.428,14.9,-92.27,97
P003,Maíz,Tapachula,2019,May,5,52,5.91,67.4,41.5,20.1,146.7,1.86,28,12,0,8,0,Precaución,28.5,77.7,4.59,0.674,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Jun,6,53,5.86,86,28.8,20.4,134.3,1.76,27.2,0,0,0,0,Precaución,26.9,84.5,7.89,0.86,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Jul,7,54,5.94,79.6,26.8,18.9,130.7,1.8,26.5,0,0,0,0,Precaución,27.2,86.2,6.89,0.796,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Ago,8,55,5.83,84.4,30.5,21.1,130.7,1.78,26.1,0,0,0,0,Precaución,26.7,84.8,6.98,0.844,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Sep,9,56,5.89,86.6,43.5,25.6,135.3,1.88,26.1,12,6,8,0,Precaución,26.4,85.9,8.54,0.866,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Oct,10,57,5.87,80,30.3,20.3,127.4,1.81,26.3,0,0,0,0,Precaución,26.6,84.1,7.81,0.8,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Nov,11,58,5.85,63.7,29,19.1,132.1,1.81,26.4,0,0,0,0,Precaución,26.7,79.2,2.73,0.637,14.9,-92.27,97
P003,Maíz,Tapachula,2019,Dic,12,59,5.79,50.9,29.8,19.4,135.3,1.79,26.8,0,0,0,0,Precaución,26.7,78.1,0.86,0.509,14.9,-92.27,97
